시도,지역구분,세부차종,제조사,모델명,국비(만원),지방비(만원),보조금(만원)
경기,구리시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,319,958
경기,구리시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,309,927
경기,구리시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,172,516
경기,구리시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,174,522
경기,구리시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,177,532
경기,남양주시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,93,405
경기,남양주시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,94,408
경기,남양주시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,191,830
경기,남양주시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,185,803
경기,남양주시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,103,447
경기,남양주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,104,452
경기,남양주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,106,461
경기,군포시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,143,455
경기,군포시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,144,458
경기,군포시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,292,931
경기,군포시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,283,901
경기,군포시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,157,501
경기,군포시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,159,507
경기,군포시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,162,517
경기,용인시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,124,436
경기,용인시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,125,439
경기,용인시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,255,894
경기,용인시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,247,865
경기,용인시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,137,481
경기,용인시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,139,487
경기,용인시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,142,497
경기,파주시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,156,468
경기,파주시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,157,471
경기,파주시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,319,958
경기,파주시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,309,927
경기,파주시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,172,516
경기,파주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,174,522
경기,파주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,177,532
경기,안성시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,156,468
경기,안성시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,157,471
경기,안성시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,319,958
경기,안성시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,309,927
경기,안성시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,172,516
경기,안성시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,174,522
경기,안성시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,177,532
경기,광주시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,86,398
경기,광주시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,86,400
경기,광주시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,319,958
경기,광주시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,309,927
경기,광주시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,172,516
경기,광주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,174,522
경기,광주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,177,532
경기,양주시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,156,468
경기,양주시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,157,471
경기,양주시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,319,958
경기,양주시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,309,927
경기,양주시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,172,516
경기,양주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,174,522
경기,양주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,177,532
경기,포천시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,0,312
경기,포천시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,0,314
경기,포천시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,0,639
경기,포천시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,0,618
경기,포천시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,0,344
경기,포천시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,0,348
경기,포천시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,0,355
경기,여주시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,0,312
경기,여주시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,0,314
경기,여주시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,0,639
경기,여주시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,0,618
경기,여주시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,0,344
경기,여주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,0,348
경기,여주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,0,355
경기,연천군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,202,514
경기,연천군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,204,518
경기,연천군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,415,1054
경기,연천군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,401,1019
경기,연천군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,223,567
경기,연천군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,226,574
경기,연천군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,230,585
경기,가평군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,174,486
경기,가평군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,175,489
경기,가평군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,357,996
경기,가평군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,346,964
경기,가평군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,192,536
경기,가평군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,194,542
경기,가평군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,198,553
경기,양평군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,0,312
경기,양평군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,0,314
경기,양평군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,0,639
경기,양평군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,0,618
경기,양평군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,0,344
경기,양평군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,0,348
경기,양평군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,0,355
충북,충주시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,207,519
충북,충주시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,209,523
충북,충주시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,426,1065
충북,충주시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,412,1030
충북,충주시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,229,573
충북,충주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,232,580
충북,충주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,236,591
충북,제천시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,207,519
충북,제천시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,209,523
충북,제천시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,426,1065
충북,제천시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,412,1030
충북,제천시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,229,573
충북,제천시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,232,580
충북,제천시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,236,591
충북,옥천군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,207,519
충북,옥천군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,209,523
충북,옥천군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,426,1065
충북,옥천군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,412,1030
충북,옥천군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,229,573
충북,옥천군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,232,580
충북,옥천군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,236,591
충북,증평군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,207,519
충북,증평군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,209,523
충북,증평군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,426,1065
충북,증평군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,412,1030
충북,증평군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,229,573
충북,증평군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,232,580
충북,증평군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,236,591
충북,진천군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,207,519
충북,진천군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,209,523
충북,진천군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,426,1065
충북,진천군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,412,1030
충북,진천군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,229,573
충북,진천군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,232,580
충북,진천군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,236,591
충북,괴산군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,229,541
충북,괴산군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,232,546
충북,괴산군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,426,1065
충북,괴산군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,412,1030
충북,괴산군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,229,573
충북,괴산군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,232,580
충북,괴산군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,236,591
전남,여수시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,0,312
전남,여수시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,0,314
전남,여수시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,0,639
전남,여수시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,0,618
전남,여수시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,0,344
전남,여수시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,0,348
전남,여수시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,0,355
전남,광양시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,124,436
전남,광양시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,125,439
전남,광양시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,255,894
전남,광양시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,247,865
전남,광양시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,137,481
전남,광양시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,139,487
전남,광양시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,142,497
전남,함평군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,156,468
전남,함평군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,157,471
전남,함평군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,319,958
전남,함평군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,309,927
전남,함평군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,172,516
전남,함평군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,174,522
전남,함평군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,177,532
전남,신안군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,187.2,499.2
전남,신안군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,188.4,502.4
전남,신안군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,383.4,1022.4
전남,신안군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,370.8,988.8
전남,신안군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,206.4,550.4
전남,신안군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,208.8,556.8
전남,신안군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,213,568
경북,경주시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,187,499
경북,경주시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,188,502
경북,경주시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,383,1022
경북,경주시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,371,989
경북,경주시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,206,550
경북,경주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,208,556
경북,경주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,213,568
경북,김천시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,0,312
경북,김천시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,0,314
경북,김천시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,0,639
경북,김천시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,0,618
경북,김천시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,0,344
경북,김천시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,0,348
경북,김천시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,0,355
경북,영주시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,187,499
경북,영주시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,188,502
경북,영주시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,383,1022
경북,영주시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,371,989
경북,영주시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,206,550
경북,영주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,208,556
경북,영주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,213,568
경북,상주시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,187,499
경북,상주시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,188,502
경북,상주시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,383,1022
경북,상주시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,370,988
경북,상주시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,206,550
경북,상주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,208,556
경북,상주시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,213,568
경북,경산시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,187,499
경북,경산시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,188,502
경북,경산시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,383,1022
경북,경산시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,371,989
경북,경산시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,206,550
경북,경산시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,208,556
경북,경산시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,213,568
경북,청송군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,206,518
경북,청송군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,208,522
경북,청송군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,383,1022
경북,청송군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,371,989
경북,청송군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,206,550
경북,청송군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,208,556
경북,청송군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,213,568
경남,창원시,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,94,406
경남,창원시,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,95,409
경남,창원시,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,192,831
경남,창원시,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,186,804
경남,창원시,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,104,448
경남,창원시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,105,453
경남,창원시,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,107,462
경남,산청군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,94,406
경남,산청군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,95,409
경남,산청군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,192,831
경남,산청군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,186,804
경남,산청군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,104,448
경남,산청군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,105,453
경남,산청군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,107,462
경남,함양군,전기화물,케이지모빌리티,토레스 EVX VAN 20인치,312,94,406
경남,함양군,전기화물,케이지모빌리티,토레스 EVX VAN 18인치,314,95,409
경남,함양군,전기화물,케이지모빌리티,MUSSO EV 2WD 17인치,639,192,831
경남,함양군,전기화물,케이지모빌리티,MUSSO EV AWD 17인치,618,186,804
경남,함양군,전기화물,케이지모빌리티,토레스 EVX 밴 20인치,344,104,448
경남,함양군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치,348,105,453
경남,함양군,전기화물,케이지모빌리티,토레스 EVX 밴 18인치(2026),355,107,462
