시도,지역구분,세부차종,제조사,모델명,국비(만원),지방비(만원),보조금(만원)
충북,영동군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
충북,영동군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
충북,영동군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
충북,진천군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
충북,진천군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
충북,진천군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
충북,진천군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
충북,진천군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
충북,진천군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
충북,괴산군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
충북,괴산군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
충북,괴산군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
충북,괴산군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
충북,괴산군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
충북,괴산군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
충북,음성군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
충북,음성군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
충북,음성군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
충북,음성군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
충북,음성군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
충북,음성군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
충북,단양군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
충북,단양군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
충북,단양군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
충북,단양군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
충북,단양군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
충북,단양군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
충남,보령시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,339,666
충남,보령시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,323,635
충남,보령시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,366,720
충남,보령시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,356,700
충남,보령시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,373,734
충남,보령시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,366,720
충남,아산시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,339,666
충남,아산시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,323,635
충남,아산시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,366,720
충남,아산시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,356,700
충남,아산시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,373,734
충남,아산시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,366,720
충남,계룡시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,339,666
충남,계룡시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,323,635
충남,계룡시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,366,720
충남,계룡시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,356,700
충남,계룡시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,373,734
충남,계룡시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,366,720
충남,당진시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,339,666
충남,당진시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,323,635
충남,당진시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,366,720
충남,당진시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,356,700
충남,당진시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,373,734
충남,당진시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,366,720
충남,금산군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,339,666
충남,금산군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,323,635
충남,금산군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,366,720
충남,금산군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,356,700
충남,금산군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,373,734
충남,금산군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,366,720
충남,부여군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,339,666
충남,부여군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,323,635
충남,부여군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,366,720
충남,부여군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,356,700
충남,부여군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,373,734
충남,부여군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,366,720
충남,홍성군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,339,666
충남,홍성군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,323,635
충남,홍성군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,366,720
충남,홍성군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,356,700
충남,홍성군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,373,734
충남,홍성군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,366,720
충남,예산군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,339,666
충남,예산군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,323,635
충남,예산군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,366,720
충남,예산군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,356,700
충남,예산군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,373,734
충남,예산군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,366,720
전북,무주군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,355,682
전북,무주군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,338,650
전북,무주군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,384,738
전북,무주군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,373,717
전북,무주군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,392,753
전북,무주군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,384,738
전남,목포시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,228,555
전남,목포시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,218,530
전남,목포시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,247,601
전남,목포시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,240,584
전남,목포시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,252,613
전남,목포시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,247,601
전남,여수시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,228,555
전남,여수시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,218,530
전남,여수시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,247,601
전남,여수시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,240,584
전남,여수시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,252,613
전남,여수시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,247,601
전남,순천시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,228,555
전남,순천시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,218,530
전남,순천시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,247,601
전남,순천시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,240,584
전남,순천시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,252,613
전남,순천시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,247,601
전남,나주시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
전남,나주시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
전남,나주시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
전남,나주시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
전남,나주시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
전남,나주시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
전남,광양시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,228,555
전남,광양시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,218,530
전남,광양시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,247,601
전남,광양시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,240,584
전남,광양시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,252,613
전남,광양시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,247,601
전남,곡성군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
전남,곡성군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
전남,곡성군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
전남,곡성군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
전남,곡성군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
전남,곡성군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
전남,구례군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,422,749
전남,구례군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,403,715
전남,구례군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,457,811
전남,구례군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,444,788
전남,구례군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,466,827
전남,구례군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,457,811
전남,고흥군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,490,817
전남,고흥군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,468,780
전남,고흥군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,531,885
전남,고흥군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,516,860
전남,고흥군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,541,902
전남,고흥군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,531,885
전남,보성군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,0,327
전남,보성군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,0,312
전남,보성군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,0,354
전남,보성군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,0,344
전남,보성군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,0,361
전남,보성군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,0,354
전남,화순군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
전남,화순군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
전남,화순군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
전남,화순군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
전남,화순군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
전남,화순군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
전남,장흥군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,477,804
전남,장흥군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,462,774
전남,장흥군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,504,858
전남,장흥군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,494,838
전남,장흥군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,511,872
전남,장흥군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,504,858
전남,해남군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,477,804
전남,해남군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,462,774
전남,해남군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,504,858
전남,해남군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,494,838
전남,해남군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,511,872
전남,해남군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,504,858
전남,무안군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,490,817
전남,무안군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,468,780
전남,무안군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,531,885
전남,무안군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,516,860
전남,무안군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,541,902
전남,무안군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,531,885
전남,함평군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,381,708
전남,함평군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,364,676
전남,함평군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,413,767
전남,함평군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,401,745
전남,함평군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,421,782
전남,함평군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,413,767
전남,영광군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,0,327
전남,영광군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,0,312
전남,영광군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,0,354
전남,영광군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,0,344
전남,영광군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,0,361
전남,영광군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,0,354
전남,장성군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
전남,장성군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
전남,장성군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
전남,장성군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
전남,장성군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
전남,장성군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
전남,완도군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,0,327
전남,완도군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,0,312
전남,완도군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,0,354
전남,완도군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,0,344
전남,완도군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,0,361
전남,완도군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,0,354
전남,신안군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
전남,신안군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
전남,신안군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
전남,신안군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
전남,신안군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
전남,신안군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
경북,포항시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,500,827
경북,포항시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,500,812
경북,포항시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,500,854
경북,포항시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,500,844
경북,포항시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,500,861
경북,포항시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,500,854
경북,경주시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
경북,경주시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
경북,경주시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
경북,경주시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
경북,경주시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
경북,경주시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
경북,김천시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,500,827
경북,김천시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,500,812
경북,김천시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,500,854
경북,김천시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,500,844
경북,김천시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,500,861
경북,김천시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,500,854
경북,안동시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
경북,안동시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
경북,안동시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
경북,안동시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
경북,안동시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
경북,안동시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
경북,구미시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,500,827
경북,구미시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,500,812
경북,구미시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,500,854
경북,구미시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,500,844
경북,구미시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,500,861
경북,구미시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,500,854
경북,영주시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,336,663
경북,영주시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,321,633
경북,영주시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,364,718
경북,영주시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,354,698
경북,영주시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,371,732
경북,영주시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,364,718
경북,상주시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,336,663
경북,상주시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,354,666
경북,상주시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,364,718
경북,상주시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,354,698
경북,상주시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,371,732
경북,상주시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,364,718
경북,경산시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,336,663
경북,경산시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,321,633
경북,경산시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,364,718
경북,경산시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,354,698
경북,경산시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,371,732
경북,경산시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,364,718
경북,청송군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,327,654
경북,청송군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,312,624
경북,청송군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,354,708
경북,청송군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,344,688
경북,청송군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,361,722
경북,청송군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,354,708
경북,성주군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,500,827
경북,성주군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,500,812
경북,성주군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,500,854
경북,성주군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,500,844
경북,성주군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,500,861
경북,성주군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,500,854
경북,칠곡군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,500,827
경북,칠곡군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,500,812
경북,칠곡군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,500,854
경북,칠곡군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,500,844
경북,칠곡군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,500,861
경북,칠곡군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,500,854
경북,예천군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,500,827
경북,예천군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,500,812
경북,예천군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,500,854
경북,예천군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,500,844
경북,예천군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,500,861
경북,예천군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,500,854
경북,울진군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,500,827
경북,울진군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,500,812
경북,울진군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,500,854
경북,울진군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,500,844
경북,울진군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,500,861
경북,울진군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,500,854
경남,창원시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,99,426
경남,창원시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,94,406
경남,창원시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,107,461
경남,창원시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,104,448
경남,창원시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,109,470
경남,창원시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,107,461
경남,진주시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,99,426
경남,진주시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,94,406
경남,진주시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,107,461
경남,진주시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,104,448
경남,진주시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,109,470
경남,진주시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,107,461
경남,통영시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,311,638
경남,통영시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,296,608
경남,통영시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,336,690
경남,통영시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,326,670
경남,통영시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,343,704
경남,통영시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,336,690
경남,사천시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,115,442
경남,사천시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,110,422
경남,사천시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,124,478
경남,사천시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,121,465
경남,사천시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,127,488
경남,사천시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,124,478
경남,김해시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,99,426
경남,김해시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,94,406
경남,김해시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,107,461
경남,김해시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,104,448
경남,김해시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,109,470
경남,김해시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,107,461
경남,밀양시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,132,459
경남,밀양시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,124,436
경남,밀양시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,140,494
경남,밀양시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,136,480
경남,밀양시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,144,505
경남,밀양시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,140,494
경남,거제시,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,115,442
경남,거제시,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,110,422
경남,거제시,전기승용,케이지모빌리티,토레스 EVX 18인치,354,124,478
경남,거제시,전기승용,케이지모빌리티,토레스 EVX 20인치,344,121,465
경남,거제시,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,127,488
경남,거제시,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,124,478
경남,의령군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,99,426
경남,의령군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,94,406
경남,의령군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,107,461
경남,의령군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,104,448
경남,의령군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,109,470
경남,의령군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,107,461
경남,창녕군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,165,492
경남,창녕군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,155,467
경남,창녕군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,175,529
경남,창녕군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,170,514
경남,창녕군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,180,541
경남,창녕군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,175,529
경남,남해군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,99,426
경남,남해군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,94,406
경남,남해군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,107,461
경남,남해군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,105,449
경남,남해군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,109,470
경남,남해군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,107,461
경남,하동군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,99,426
경남,하동군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,94,406
경남,하동군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,107,461
경남,하동군,전기승용,케이지모빌리티,토레스 EVX 20인치,344,104,448
경남,하동군,전기승용,케이지모빌리티,토레스 EVX 18인치(2026),361,109,470
경남,하동군,전기승용,케이지모빌리티,토레스 EVX 20인치(2026),354,107,461
경남,산청군,전기승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,99,426
경남,산청군,전기승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,94,406
경남,산청군,전기승용,케이지모빌리티,토레스 EVX 18인치,354,107,461
